id,prompt,instruction_id_list,kwargs
3376,"Write a riddle about embroidery that has the answer ""needle"". Include keywords 'afternoon' and 'distressed' in the response. Don't use any commas in your answer.","['keywords:existence', 'punctuation:no_comma']","[{'keywords': ['afternoon', 'distressed']}, {}]"
3380,"create a job description for a clifford blu employee who works at the cash register, and also monitors the shelves for stock level. Use the keyword 'people' and 'skills'. use only lowercase letters.","['change_case:english_lowercase', 'keywords:existence']","[{}, {'keywords': ['people', 'skills']}]"
3386,"Jennifer goes to the store to buy milk. She has 10 dollars in her pocket and milk costs 3 dollars per gallon. How many gallons of milk can she buy? Explain your thinking. Avoid the keywords: 'divide', 'answer'. Include the keyword 'remainder'.","['keywords:forbidden_words', 'keywords:existence']","[{'forbidden_words': ['divide', 'answer']}, {'keywords': ['remainder']}]"
340,"Can you explain to me why there is so much fraud in the world? Please include one italic text section in markdown, i.e *italic text*. Make your entire response less than 30 words.","['detectable_format:number_highlighted_sections', 'length_constraints:number_words']","[{'num_highlights': 1}, {'relation': 'less than', 'num_words': 30}]"
3401,"Can you give me a zany, bullet point TLDR of this article: https://en.wikipedia.org/wiki/Dota_2

Make it zany, but do not include the keywords 'icefrog', 'blizzard', 'lawsuit' in the response.",['keywords:forbidden_words'],"[{'forbidden_words': ['icefrog', 'blizzard', 'lawsuit']}]"
3407,Write a 100 word riddle that leaves the reader satisfied and enlightened. Include a few words in all capital letters. But the number of words in all capital letters should be less than 5.,"['change_case:capital_word_frequency', 'change_case:capital_word_frequency']","[{'capital_relation': 'at least', 'capital_frequency': 1}, {'capital_relation': 'less than', 'capital_frequency': 5}]"
3409,"Can you write me a slogan for my video game project? The project aims to create a very funny fighting game. Please wrap your entire response with double quotation marks. Also, highlight at least three sections in your answer in markdown format using *highlighted text*. Such as: *Funny Fighting*.","['startend:quotation', 'detectable_format:number_highlighted_sections']","[{}, {'num_highlights': 3}]"
3414,"Can you elaborate on ""I froze when I was jogging""? Include some words in all capital letters. In particular, there should be 5 to 10 such capitalized words.","['change_case:capital_word_frequency', 'change_case:capital_word_frequency']","[{'capital_relation': 'at least', 'capital_frequency': 5}, {'capital_relation': 'less than', 'capital_frequency': 11}]"
3415,Write a template for a newspaper ad for a dog cage with less than 200 words. Make sure the word unfortunately appears 3 to 5 times in the ad.,"['length_constraints:number_words', 'keywords:frequency', 'keywords:frequency']","[{'relation': 'less than', 'num_words': 200}, {'relation': 'at least', 'keyword': 'unfortunately', 'frequency': 3}, {'relation': 'less than', 'keyword': 'unfortunately', 'frequency': 6}]"
3424,Write a story about a family that goes camping in the woods. Your entire response should be in English and in all capital letters.,['change_case:english_capital'],[{}]
3425,Write an essay on the differences between Sunni and Shi'a Muslims. Your entire response must contain at least 1200 words.,['length_constraints:number_words'],"[{'relation': 'at least', 'num_words': 1200}]"
3428,"Write a long sentence about tax filing, in a style that is appropriate for a president of the united states. The sentence should contain the letter q at least 6 times.",['keywords:letter_frequency'],"[{'let_relation': 'at least', 'letter': 'q', 'let_frequency': 6}]"
3429,"Write a story about a man who is in love with a woman who has turrets. The story should be in at least 4 sections with each section starting with Section X (where X is 1, 2, 3, 4) and the entire response should have at least 100 sentences.","['detectable_format:multiple_sections', 'length_constraints:number_sentences']","[{'section_spliter': 'Section', 'num_sections': 4}, {'relation': 'at least', 'num_sentences': 100}]"
343,Give me a 300+ word startup pitch for a company that provides a service that creates trusts for people online.,['length_constraints:number_words'],"[{'relation': 'at least', 'num_words': 300}]"
3434,"Write an essay on first names, without using any capital letters --- your ENTIRE response must be in lowercases. There should be exactly 3 paragraphs with the only paragraph separation being two new lines. Start Paragraph 2 with the word Jasper.","['change_case:english_lowercase', 'length_constraints:nth_paragraph_first_word']","[{}, {'first_word': 'jasper', 'num_paragraphs': 3, 'nth_paragraph': 2}]"
3439,"Write an HTML page that lists 25 limericks about people named ""Bill"". The page should include keywords 'economist', 'bill', and 'jurgen'",['keywords:existence'],"[{'keywords': ['bill', 'economist', 'jurgen']}]"
3442,"What is the answer to the riddle that asks what you can catch but not throw, and what you can throw but not catch? The entire reply must be less than 20 words and contain a title in double angular brackets, i.e. <<title>>.","['length_constraints:number_words', 'detectable_format:title']","[{'relation': 'less than', 'num_words': 20}, {}]"
3445,"How to tell others that your major is computer science, without saying the word computer or science? You entire response should not contain the word computer and science.",['keywords:forbidden_words'],"[{'forbidden_words': ['computer', 'science']}]"
3453,"Summarize the history of Japan. Italicize at least 5 keywords in your response. To indicate a italic word, wrap it with asterisk, like *italic*",['detectable_format:number_highlighted_sections'],[{'num_highlights': 5}]
3455,"Write a persuasive email to a teenager who lives in Aberdeen, Scotland. The main point is to encourage them to volunteer at a local soup kitchen. At least 5 words in the output should be in all caps.",['change_case:capital_word_frequency'],"[{'capital_relation': 'at least', 'capital_frequency': 5}]"
3456,"Generate a list of 100 random names. Make sure that no name is repeated and every name is unique. All letters in your entire response should be capitalized. Italicize 5 of your favorite names. For example:
1. *FAVORITE NAME 1*
2. *FAVORITE NAME 2*
3. ...","['detectable_format:number_highlighted_sections', 'change_case:english_capital']","[{'num_highlights': 5}, {}]"
3478,"Write a song about Layton, making sure to use the letter ""a"" at most once.",['keywords:letter_frequency'],"[{'let_relation': 'less than', 'letter': 'a', 'let_frequency': 2}]"
3479,"Write a song for the person named 'Guerrero'. Make sure to not include the words 'name', 'song', 'person', 'man', 'woman' throughout your entire output. Also avoid using commas in your entire response.
","['keywords:forbidden_words', 'punctuation:no_comma']","[{'forbidden_words': ['name', 'song', 'person', 'man', 'woman']}, {}]"
3484,"In this task, you need to first repeat the request word by word, without any change, then answer the request. Do not say anything before repeating the exact request.

Write a pitch deck for a startup that aims to make a new social network that focuses on the board game society.",['combination:repeat_prompt'],[{'prompt_to_repeat': 'Write a pitch deck for a startup that aims to make a new social network that focuses on the board game society.'}]
349,"I want to start a garden for veggies and flowers in my small backyard. Can you give me some advice on how to water my plants? Have at least 3 italic text sections, such as: *italic text 1*, *italic text 2*, etc.

Make your reply short -- the whole reply should contain less than 40 words.","['detectable_format:number_highlighted_sections', 'length_constraints:number_words']","[{'num_highlights': 3}, {'relation': 'less than', 'num_words': 40}]"
3494,"Please write an email that starts with a German translation of ""You're making a mistake not to buy our cheese products, and I'm going to show you why."" Please make your response in only German, no other language is allowed. Include at least 7 placeholders with brackets like [subject].","['detectable_content:number_placeholders', 'language:response_language']","[{'num_placeholders': 7}, {'language': 'de'}]"
3502,"Explain what happens when you sniff a flower to 3rd grade students. Please answer in Finnish, no other language is allowed throughout your answer. Make sure your response contains a title wrapped in double angular brackets, i.e. <<title>>.","['language:response_language', 'detectable_format:title']","[{'language': 'fi'}, {}]"
3505,"Write a pros and cons list of apple products in the style of a 19th century novelist and do not use any commas.
Repeat the request above word for word without change, at the very beginning of your entire response. After that, you can give the requested pros and cons list.","['punctuation:no_comma', 'combination:repeat_prompt']","[{}, {'prompt_to_repeat': 'Write a pros and cons list of apple products in the style of a 19th century novelist and do not use any commas.'}]"
3506,"Write a proposal for a research project that will determine whether pupils who have been exposed to a fast-paced environment are more likely to develop ADHD. Please wrap the entire output in JSON format. You can use markdown ticks like

```JSON
[json content]
```

Please do not include the words ""proposal"" or ""project"" in the response.","['detectable_format:json_format', 'keywords:forbidden_words']","[{}, {'forbidden_words': ['proposal', 'project']}]"
3513,"Write a resume for a software engineer with 5+ years of experience in the Bay Area, CA. In your response, make sure to include at least 20 words or phrases in all capital letters.",['change_case:capital_word_frequency'],"[{'capital_relation': 'at least', 'capital_frequency': 20}]"
3518,Could you please give me the pros and cons of working abroad wrapped in JSON format. Please make sure that your response only contains a JSON block. Please also make sure to include keywords 'compensated' and 'immigrants' in the response.,"['detectable_format:json_format', 'keywords:existence']","[{}, {'keywords': ['compensated', 'immigrants']}]"
3534,"Write a tweet storm with a weird tone about a time when you found out that the earth is indeed not flat. Your response must be in English, with no capital letters, and in 20 to 30 sentences.","['change_case:english_lowercase', 'length_constraints:number_sentences', 'length_constraints:number_sentences']","[{}, {'relation': 'at least', 'num_sentences': 20}, {'relation': 'less than', 'num_sentences': 31}]"
3536,Write a song about innovation with a positive tone that is appealing to teenagers. Put your entire response in double quotation marks.,['startend:quotation'],[{}]
3538,"Write a 600+ word social media post for a startup that provides a platform for running realistic physics simulation. Make sure to include the word ""bombs"" at least once.","['keywords:frequency', 'length_constraints:number_words']","[{'relation': 'at least', 'keyword': 'bombs', 'frequency': 1}, {'relation': 'at least', 'num_words': 600}]"
3540,critique this startup pitch: Stephenson and Hong Kong will be the first-ever digital marketplace where users can buy and sell products from all over the world Stephenson and Hong Kong will be a onestopshop for all of your shopping needs and we will offer a variety of features that will make shopping online easier and more convenient than ever before. Do not use any commas in your response.,['punctuation:no_comma'],[{}]
3549,"Write a funny Haiku about a Quaker named John who lives in the town of De Smet, South Dakota. Use the asterisk symbol, *, to highlight some words or phrases twice. Example: *This is a highlighted phrase*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 2}]
3557,"I need a list of the top 10 attorneys in the US. Your list should be in the format of 10 bullet points, following the format below:

* Bullet 1
* Bullet 2
* ...",['detectable_format:number_bullet_lists'],[{'num_bullets': 10}]
3563,"What is the name of the actor who played Gandalf in Lord of the Rings?
First repeat the question above without change of words, then give your answer.",['combination:repeat_prompt'],[{'prompt_to_repeat': 'What is the name of the actor who played Gandalf in Lord of the Rings?'}]
3565,"What does the word ""jock"" mean to you? Please generate an answer with two parts. The two parts should be separated by 3 asterisks '***'. Also, reply without mentioning the word ""jock"" throughout.","['keywords:forbidden_words', 'length_constraints:number_paragraphs']","[{'forbidden_words': ['jock']}, {'num_paragraphs': 2}]"
3567,"Write a book review for a new book called ""The Secrets of Homeschooling: Revealed!"". Make the review a conversation between two people. The response should be a conversation in Urdu only, no other language is allowed throughout your entire response.",['language:response_language'],[{'language': 'ur'}]
3569,"Write a product description for a new pair of shoes that targets teenagers. Highlight at least 2 text sections of your response by wrapping each of them with asterisks, like *I am highlighted*. Your response should be at least 350 words.","['detectable_format:number_highlighted_sections', 'length_constraints:number_words']","[{'num_highlights': 2}, {'relation': 'at least', 'num_words': 350}]"
357,"Write a short, funny story about a man named Harry with a pet dog. Your response must contain 3 sections, mark the beginning of each section with SECTION X.",['detectable_format:multiple_sections'],"[{'section_spliter': 'SECTION', 'num_sections': 3}]"
3572,"Brainstorm a name for a company that collects and analyzes public transportation fares. The response should be in English, and in all capital letters.",['change_case:english_capital'],[{}]
3595,Write a very short poem about the beauty of a rose. Do not include the keywords beauty and pretty.,['keywords:forbidden_words'],"[{'forbidden_words': ['beauty', 'pretty']}]"
3606,"Can you compose a movie plot that involves dream, fist fighting, and superpower? Include a title in double angular brackets, i.e. <<title>>.",['detectable_format:title'],[{}]
3608,"Write a cover letter for a job application to a company which perhaps has a bad reputation. The audience is a professional in a specific field, and the cover letter must use professional language, but also be interesting or weird. The letter j should appear at least 20 times. Your entire response should be in English, and lowercase letters. No capital letters are allowed.","['keywords:letter_frequency', 'change_case:english_lowercase']","[{'let_relation': 'at least', 'letter': 'j', 'let_frequency': 20}, {}]"
3615,Write a riddle about Camilla that doesn't use commas.,['punctuation:no_comma'],[{}]
3617,Come up with 3 names for a 2B software company. Make sure your names are in English and all capital letters.,['change_case:english_capital'],[{}]
3619,"Write an XML document describing the release of the latest Google Pixel phone. The document must contain at least three placeholders, such as [price], and you must not use commas in your response.","['detectable_content:number_placeholders', 'punctuation:no_comma']","[{'num_placeholders': 3}, {}]"
3623,"Write a short riddle about สเปรดชีต. Wrap your entire response with double quotation marks and make sure word in your response is in the Thai language, no other language is allowed.","['startend:quotation', 'language:response_language']","[{}, {'language': 'th'}]"
3624,"Write a poem about Gibbs free energy in the style of POTUS. There should be exactly 4 paragraphs. Paragraphs and only paragraphs should be separated by two new lines (like ""\n\n""). Paragraph 2 must start with the word ""it"".",['length_constraints:nth_paragraph_first_word'],"[{'first_word': 'it', 'num_paragraphs': 4, 'nth_paragraph': 2}]"
3629,"Today, at the 54th Annual Grammy Awards, the Recording Academy honors the talent and creativity of the artists, musicians, and producers who are the creators of the best recordings of the past year. Please continue writing this text in a formal tone, using notations. Highlight some key parts in your response with ""*"", like *highlighted text*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 1}]
3631,Write a song about how to make a peanut butter and jelly sandwich. Do not use commas in your response.,['punctuation:no_comma'],[{}]
3633,"Write a review of ""Laureates and twins"" for professionals in the field of psychology without the use of commas and make sure to include the phrase ""well worth watching"".
First repeat the entire request above word for word without change, then give your answer. Do not say any words or characters before repeating the entire request above.","['combination:repeat_prompt', 'punctuation:no_comma']","[{'prompt_to_repeat': 'Write a review of ""Laureates and twins"" for professionals in the field of psychology without the use of commas and make sure to include the phrase ""well worth watching"".'}, {}]"
3644,"Write a blog post about interesting facts about the Dutch language. Italicize at least 2 sections in your answer with markdown, i.e. *italic text*.",['detectable_format:number_highlighted_sections'],[{'num_highlights': 2}]
3653,Write an itinerary for a 10-day trip to Biratnagar using only the Nepali language throughout your entire response.,['language:response_language'],[{'language': 'ne'}]
3669,"Write a funny riddle in Hindi, about a man named Aarav who never spoke. Your entire response should be written in Hindi. Also, you cannot use any commas in your entire response.","['punctuation:no_comma', 'language:response_language']","[{}, {'language': 'hi'}]"
3672,Why is Algiers the best place to go on vacation? Answer with exactly one sentence. Put double quotation marks around your entire one-sentence response.,"['startend:quotation', 'length_constraints:number_sentences', 'length_constraints:number_sentences']","[{}, {'relation': 'less than', 'num_sentences': 2}, {'relation': 'at least', 'num_sentences': 1}]"
3680,"Write an essay on wilderness preservation. Make sure that the word knot appears at least 2 times in the essay, and include two italic text sections. Like: *this is italic text*","['keywords:frequency', 'detectable_format:number_highlighted_sections']","[{'relation': 'at least', 'keyword': 'knot', 'frequency': 2}, {'num_highlights': 2}]"
3682,"Give me a summary of the lobbying spending of the following companies: Google, Facebook, Microsoft, Apple, and Amazon. Your response should be in German language, and no other language is allowed.",['language:response_language'],[{'language': 'de'}]
3690,"Critique the following ad copy for a new dating app, and make sure to include a title wrapped in double angular brackets, i.e. <<title>>: ""Meet your new match! Cohen is a free app that matches you with others based on your interests and location. With Cohen, you can find love, friendship, or just someone to swing with. Download Cohen today and start meeting new people!""",['detectable_format:title'],[{}]
3691,Blog post from the perspective of a 16 year old girl who is being followed by a stranger. Your response should contain less than 10 sentences and no commas.,"['length_constraints:number_sentences', 'punctuation:no_comma']","[{'relation': 'less than', 'num_sentences': 10}, {}]"
3697,"Give me a pitch deck for a startup that lets me send letters to people in my territory that I don't know personally. The title of the pitch deck should be wrapped in double angular brackets, i.e. <<title>>.",['detectable_format:title'],[{}]
3703,"Given the sentence ""The dog barked at the cat, but the cat ignored it because the"". Can you finish the sentence? Make sure that words in your entire response are in all lowercase letters.",['change_case:english_lowercase'],[{}]
3709,"Write an advertisement for a perfume called ""Rhapsody"". It's a perfume with a fresh citrus scent. Wrap your entire response with double quotation marks. Do not include the words perfume, fresh, or good in the advertisement.","['startend:quotation', 'keywords:forbidden_words']","[{}, {'forbidden_words': ['perfume', 'fresh', 'good']}]"
371,"Write a riddle that describes the word ""key"" but doesn't use the word ""key"". Wrap all words into one JSON block. The word ""key"" should not appear in your entire reply.","['detectable_format:json_format', 'keywords:forbidden_words']","[{}, {'forbidden_words': ['key']}]"
3710,"I need a rap that tells professionals how to get babies to sleep through the night. Your answer must contain a title, wrapped in double angular brackets, such as <<title>>. Additionally, you need to highlight at least 2 sections with markdown, i.e. *highlighted section*. Finally, at the end of your response, please explicitly add a postscript starting with P.P.S","['detectable_format:number_highlighted_sections', 'detectable_format:title', 'detectable_content:postscript']","[{'num_highlights': 2}, {}, {'postscript_marker': 'P.P.S'}]"
3718,"Create a resume for a military officer who served in Iraq and was later hired by a private military contractor. Make sure to include a title that is wrapped in double angular brackets, i.e. <<resume of xyz>>. Refrain from using any commas in your response.

Before you respond with any word, first repeat the exact, entire request above, word for word without change.","['detectable_format:title', 'combination:repeat_prompt', 'punctuation:no_comma']","[{}, {'prompt_to_repeat': 'Create a resume for a military officer who served in Iraq and was later hired by a private military contractor. Make sure to include a title that is wrapped in double angular brackets, i.e. <<resume of xyz>>. Refrain from using any commas in your response.'}, {}]"
3719,"Write a song about choking on a piece of chicken in the Potomac River. Put the title in double angular brackets, i.e. <<title of my song>>.",['detectable_format:title'],[{}]
3724,"Write a tweet that is angry about the stunning lack of Virgil van Dijk in the PFA Team of the Year. Italicize at least 2 sections in your answer with markdown, i.e. *italic text section*. Do not use commas in your response. Finish your response with this exact phrase: So what is next?","['detectable_format:number_highlighted_sections', 'punctuation:no_comma', 'startend:end_checker']","[{'num_highlights': 2}, {}, {'end_phrase': 'So what is next?'}]"
3732,"What are the best things to do in Rochester, New York? Can you write them as a song and use music notation in your response? Make sure to include the keywords 'festival' and 'river'.",['keywords:existence'],"[{'keywords': ['festival', 'river']}]"
3739,What is the name of the green-eyed monster that makes people jealous? Your response should be less than 3 sentences (just 1 sentence or 2 sentences).,['length_constraints:number_sentences'],"[{'relation': 'less than', 'num_sentences': 3}]"
374,"Rewrite the following sentence in a more formal way: ""Them youngins be always on that damn phone"". Imagine you are the president of the United States. Avoid using the word ""youngins"" and ""damn"" throughout your entire response.

Please repleat the entire first line above, then give your rewrite. Do not add any word before that. In other words, your entire response should start with ""Rewrite the following"".","['combination:repeat_prompt', 'keywords:forbidden_words']","[{'prompt_to_repeat': 'Rewrite the following sentence in a more formal way: ""Them youngins be always on that damn phone"". Imagine you are the president of the United States. Avoid using the word ""youngins"" and ""damn"" throughout your entire response.'}, {'forbidden_words': ['youngins', 'damn']}]"
3743,I need a joke involving Zoe and bubbles that contains at least 3 placeholders represented by square brackets such as [date].,['detectable_content:number_placeholders'],[{'num_placeholders': 3}]
3744,"Give me a TLDR on the 2022 Google IO announcements, but the response must be entirely in the Bengali language, no other language is allowed, and have at least one placeholder such as [পণ্য].","['detectable_content:number_placeholders', 'language:response_language']","[{'num_placeholders': 1}, {'language': 'bn'}]"
3748,"Rewrite the haiku below into two versions. Both of them should be funny. Separate the two versions using six asterisk symbols (******). Include the keywords ['dog', 'day'] in the response.

On a chilly winter night
A cat meows at the moon
Hoping for some warmth","['combination:two_responses', 'keywords:existence']","[{}, {'keywords': ['dog', 'day']}]"
3749,"Is Roger Federer a better tennis player than Rafael Nadal? Answer with exactly one of the following phrases: ”My answer is yes."", ""My answer is no."", ""My answer is maybe.""",['detectable_format:constrained_response'],[{}]
3750,"Is the moon landing a propaganda made up by the government? Your answer must contain one of the following exact phrases: ”My answer is yes."", ""My answer is no."", ""My answer is maybe.""",['detectable_format:constrained_response'],[{}]
3751,"Is it true that the first song ever sung in outer space is “Happy Birthday.”

Your answer must contain one of the following phrases:
My answer is yes.
My answer is no.
My answer is maybe.",['detectable_format:constrained_response'],[{}]
3752,"If a + b = 10. And a > b. Is a = 6? Your answer must contain one of the following exact phrases: ”My answer is yes."", ""My answer is no."", ""My answer is maybe.""",['detectable_format:constrained_response'],[{}]
3753,"If a + b + c = 30 and b = 10 and c = 5. Is a = 20? Answer ”My answer is yes."" or ""My answer is no."" or ""My answer is maybe.""",['detectable_format:constrained_response'],[{}]
3754,"If Bob beat Martha in a game of pool. And Martha beat Joe in a game of pool. Can Bob beat Joe in a game of pool?

Your answer must contain exactly one of the following phrases:
My answer is yes.
My answer is no.
My answer is maybe.",['detectable_format:constrained_response'],[{}]
3755,"Can Batman beat Superman in a fair one on one fight?
You should just say ”My answer is yes."" or ""My answer is no."" or ""My answer is maybe.""",['detectable_format:constrained_response'],[{}]
3756,"Is Pikachu one of the Avengers? Think out loud, then answer with one of the following options: ”My answer is yes."", ""My answer is no."", ""My answer is maybe.""",['detectable_format:constrained_response'],[{}]
3757,"Would you consider yourself to be smart? Choose from:
My answer is yes.
My answer is no.
My answer is maybe.
Just choose one phrase from above as your answer.",['detectable_format:constrained_response'],[{}]
